v,酒類,url,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36
,香奈特歪脖子粉冠氣泡酒,https://i.imgur.com/LChM8Rz.jpg,dfmru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,奇蒂雅遲收甜白酒,https://i.imgur.com/hZp25GI.jpg,dfmrt,dimrt,djmrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,凱芙氣泡甜酒,https://i.imgur.com/PmBSBus.jpg,aemqt,afmqt,aemlt,afmlt,bemqt,bfmqt,bemlt,bfmlt,demqt,dfmqt,demlt,dfmlt,,,,,,,,,,,,,,,,,,,,,,,,
,庫克斯氣泡酒,https://i.imgur.com/RPoHmDU.jpg,bilqt,bglqt,cilqt,cglqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,庫倫斯香檳,https://i.imgur.com/Uq1HdiN.jpg,bilqv,bglqv,bjlqv,cilqv,cglqv,cjlqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,庫倫斯玫瑰香檳,https://i.imgur.com/qsEDCyU.jpg,bioqv,bgoqv,bjoqv,cioqv,cgoqv,cjoqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,寶帝加浪漫粉分子氣泡酒(草莓),https://i.imgur.com/eyU6pSC.jpg,bfnqv,benqv,cfnqv,cenqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,寶帝加浪漫金分子氣泡酒(柑橘),https://i.imgur.com/UHlNPMd.jpg,bgnqv,bhnqv,cgnqv,chnqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,寶帝加浪漫紅分子氣泡酒(櫻桃),https://i.imgur.com/RoVBSYp.jpg,bfnqv,bhnqv,cfnqv,chnqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,莎特金芬黛粉紅酒,https://i.imgur.com/j6h3IQ2.jpg,bfmqt,bemqt,bgmqt,cfmqt,cemqt,cgmqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,莎特梅洛紅酒,https://i.imgur.com/SG0lD5M.jpg,aflqt,ajlqt,aklqt,afnqt,ajnqt,aknqt,bflqt,bjlqt,bklqt,bfnqt,bjnqt,bknqt,,,,,,,,,,,,,,,,,,,,,,,,
,艾思綺幻普羅旺斯粉紅酒,https://i.imgur.com/UINqBks.jpg,afnqv,aenqv,agnqv,cfnqv,cenqv,cgnqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,安德烈氣泡酒,https://i.imgur.com/gNQD8Q3.jpg,bimqt,bgmqt,cimqt,cgmqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,禾富鷹牌氣泡酒,https://i.imgur.com/6zsmKMC.jpg,cglqt,cilqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,康緹氣泡酒,https://i.imgur.com/rto9IeQ.jpg,dhnqu,dhmqu,denqu,demqu,denqu,demqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,韓可氣泡酒,https://i.imgur.com/abBKVIE.jpg,cipqu,cepqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,托斯堤慕斯卡多微甜白酒,https://i.imgur.com/9rZlYWp.jpg,demqv,dhmqv,dimqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,托斯堤慕斯卡多粉紅微甜氣泡酒,https://i.imgur.com/hzaAdTp.jpg,dimqv,dfmqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,托斯堤紅心微甜紅酒,https://i.imgur.com/6KJHRbt.jpg,delqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,托斯提阿斯堤微甜氣泡酒,https://i.imgur.com/og3QCLM.jpg,dioqv,deoqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,露飛諾氣泡酒,https://i.imgur.com/HiUlb4g.jpg,bilqv,bglqv,cilqv,cglqv,dilqv,dglqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,露飛諾捷安提D.O.C.G.紅酒,https://i.imgur.com/kVRF9sp.jpg,aelrt,aflrt,ajlrt,belrt,bflrt,bjlrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,露飛諾杜卡爾精選捷安提紅酒-土牌,https://i.imgur.com/LYNz5U5.jpg,afnqv,aenqv,ajnqv,bfnqv,benqv,bjnqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,雀拉微氣泡白酒,https://i.imgur.com/JiHtqMM.jpg,bimqt,bilqt,cimqt,cilqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,雀拉微氣泡紅酒,https://i.imgur.com/d9KOHjY.jpg,afmrt,afmqt,aflrt,aflqt,aemrt,aemqt,aelrt,aelqt,ajmrt,ajmqt,ajlrt,ajlqt,dfmrt,dfmqt,dflrt,dflqt,demrt,demqt,delrt,delqt,djmrt,djmqt,djlrt,djlqt,,,,,,,,,,,,
,加泰隆氣泡酒,https://i.imgur.com/exXJ2IB.jpg,bfpqu,bfnqu,bepqu,benqu,cfpqu,cfnqu,cepqu,cenqu,dfpqu,dfnqu,depqu,denqu,,,,,,,,,,,,,,,,,,,,,,,,
,迴音金芬黛粉紅酒,https://i.imgur.com/cnU0cZf.jpg,aflqt,bflq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,迴音梅洛紅酒,https://i.imgur.com/amp0KXw.jpg,afnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,迴音卡本內蘇維翁紅酒,https://i.imgur.com/BVaR6mt.jpg,afpqu,afnqu,bfpqu,bfnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,閨蜜粉紅氣泡酒,https://i.imgur.com/Hkhoef6.jpg,cilqu,cinqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,聖塔瑪格莉特氣泡酒,https://i.imgur.com/3cgcqaX.jpg,cipqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,丹赫氣泡酒,https://i.imgur.com/vtUy1E5.jpg,dhlqu,dglqu,dilqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,寶蘭美蜜桃氣泡酒,https://i.imgur.com/TXjVK8Q.jpg,dilqu,dimqu,dglqu,dgmqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,蘿朵莊園精選花季氣泡酒,https://i.imgur.com/8U0sq91.jpg,dimqv,dinqv,demqv,denqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,慕斯卡朵白氣泡酒,https://i.imgur.com/VjlSQzb.jpg,dgmqu,dimqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,慕斯卡朵粉紅氣泡酒,https://i.imgur.com/qBgT7fw.jpg,dfmqu,dfpqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,康蒂雅不甜氣泡酒,https://i.imgur.com/39PTlOd.jpg,bilqt,bglqt,cilqt,cglqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,波培氣泡甜白酒,https://i.imgur.com/ZUtxKwL.jpg,agmqt,aimqt,ajmqt,aemqt,bgmqt,bimqt,bjmqt,bemqt,cgmqt,cimqt,cjmqt,cemqt,dgmqt,dimqt,djmqt,demqt,,,,,,,,,,,,,,,,,,,,
,波培氣泡白酒,https://i.imgur.com/3SuY12u.jpg,ailqt,aglqt,bilqt,bglqt,cilqt,cglqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,坎帕羅拉酒莊氣泡酒,https://i.imgur.com/ww4DYgn.jpg,chmqu,chlqu,cimqu,cilqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,米娜多特雷維索氣泡酒,https://i.imgur.com/pfoINdq.jpg,cilqv,celqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,巴洛亞雨果氣泡酒,https://i.imgur.com/bsrizHr.jpg,delqt,dglqt,djlqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,巴洛亞荔枝氣泡酒,https://i.imgur.com/OnZfMhJ.jpg,dilqt,dipqt,dglqt,dgpqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,威廉水蜜桃氣泡酒,https://i.imgur.com/CRsZV9d.jpg,dilqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,巴塔希慕斯卡多微甜氣泡酒,https://i.imgur.com/97OlyNJ.jpg,cflqt,cfmqt,cilqt,cimqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,蒙多羅氣泡酒,https://i.imgur.com/zYaGTG2.jpg,bilqu,binqu,bhlqu,bhnqu,cilqu,cinqu,chlqu,chnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,鴕鳥氣泡白酒,https://i.imgur.com/T9ZBuda.jpg,bhlqt,bilqt,belqt,bglqt,chlqt,cilqt,celqt,cglqt,dhlqt,dilqt,delqt,dglqt,,,,,,,,,,,,,,,,,,,,,,,,
,卡迪威氣泡酒,https://i.imgur.com/k3ofLHD.jpg,bilqu,bioqu,bglqu,bgoqu,belqu,beoqu,cilqu,cioqu,cglqu,cgoqu,celqu,ceoqu,,,,,,,,,,,,,,,,,,,,,,,,
,克萊喜水蜜桃氣泡酒,https://i.imgur.com/pDnTDLo.jpg,cilqt,cimqt,dilqt,dimqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,情盼多倫特粉紅微甜氣泡酒,https://i.imgur.com/Jrp39sK.jpg,dfmqv,demqv,dhmqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JC粉紅氣泡酒,https://i.imgur.com/JBVcLnh.jpg,afmqt,aflqt,ahmqt,ahlqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JC氣泡酒,https://i.imgur.com/rbzTzhL.jpg,bhlqt,chlqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,地中海波曼桐粉紅酒,https://i.imgur.com/dPJxiIv.jpg,dflqt,dglqt,delqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,貝林格金芬黛粉紅酒,https://i.imgur.com/Ye45VCu.jpg,bilqu,binqu,bflqu,bfnqu,bglqu,bgnqu,dilqu,dinqu,dflqu,dfnqu,dglqu,dgnqu,,,,,,,,,,,,,,,,,,,,,,,,
,貝林格慕斯卡多白酒,https://i.imgur.com/mZPBRs8.jpg,dimru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,貝林格夏多內白酒,https://i.imgur.com/0gTAkIJ.jpg,bglru,cglru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,布隆嘉谷莊園蘇維翁白酒,https://i.imgur.com/uI8Q0cd.jpg,cilqt,celqt,chlqt,cjlqt,cglqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3人黃金夏多內白酒,https://i.imgur.com/GJBrxTT.jpg,chpqu,chnqu,cjpqu,cjnqu,cepqu,cenqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,真我系列慕斯卡白酒,https://i.imgur.com/OrSBFBw.jpg,dimqu,dilqu,demqu,delqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,巴富慕斯卡粉紅酒,https://i.imgur.com/C35xZGF.jpg,bglqt,belqt,bflqt,bgnqt,benqt,bfnqt,dglqt,delqt,dflqt,dgnqt,denqt,dfnqt,,,,,,,,,,,,,,,,,,,,,,,,
,巴富慕斯卡白酒,https://i.imgur.com/psczi2l.jpg,dilqt,dglqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,巴富卡本內蘇維翁紅酒,https://i.imgur.com/XtzRRRG.jpg,afmqu,aemqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,愛茉拉慕斯卡多甜白酒,https://i.imgur.com/ZTFAW25.jpg,bimqu,bilqu,bemqu,belqu,cimqu,cilqu,cemqu,celqu,dimqu,dilqu,demqu,delqu,,,,,,,,,,,,,,,,,,,,,,,,
,三風酒之舞白蘇維翁白酒,https://i.imgur.com/lEqoycV.jpg,cglqu,celqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,愛瑜珈慕斯甜白酒,https://i.imgur.com/785eVLa.jpg,bhmqt,bhpqt,bimqt,bipqt,dhmqt,dhpqt,dimqt,dipqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,愛瑜珈格納切希哈紅酒,https://i.imgur.com/AMT7WEr.jpg,afnqt,bfnqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,阿爾薩斯斐得萊格烏茲塔明娜,https://i.imgur.com/SNAsbMK.jpg,bipqu,bepqu,cipqu,cepqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,阿爾薩斯麗絲玲白酒,https://i.imgur.com/BknuUTE.jpg,bhlqu,bhoqu,chlqu,choqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南法小豬格納希粉紅酒,https://i.imgur.com/2fNWSBA.jpg,bflqu,bilqu,belqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,偷酒賊慕斯卡甜白酒,https://i.imgur.com/O7DeUXn.jpg,cemqu,cenqu,cimqu,cinqu,cgmqu,cgnqu,demqu,denqu,dimqu,dinqu,dgmqu,dgnqu,,,,,,,,,,,,,,,,,,,,,,,,
,畢比格雷茲瘋狂之家白酒,https://i.imgur.com/rD3klv2.jpg,cglqv,celqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,若林慕斯卡微氣泡白酒,https://i.imgur.com/D23I4CG.jpg,cilqu,celqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,利達民亨利父子夏多內白酒,https://i.imgur.com/VSTJgbR.jpg,bhnru,bhnqu,bgnru,bgnqu,binru,binqu,chnru,chnqu,cgnru,cgnqu,cinru,cinqu,,,,,,,,,,,,,,,,,,,,,,,,
,利達民亨利父子系列施赫卡貝納紅酒,https://i.imgur.com/SWhgEx5.jpg,afnrt,afnqu,ajnrt,ajnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,皇妃慕斯卡白酒,https://i.imgur.com/dZPGJ93.jpg,cinqt,cimqt,cenqt,cemqt,dinqt,dimqt,denqt,demqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,彼得美德聖母乳白酒,https://i.imgur.com/JKv45vp.jpg,bfmqt,bemqt,cfmqt,cemqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,畢麗特莉卡本內蘇維翁冰酒,https://i.imgur.com/L85TtcR.jpg,dinqv,denqv,dgnqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,伊拉蘇晚收蘇維翁濃甜酒,https://i.imgur.com/Ki0aqCe.jpg,delqv,dglqv,dilqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,伊拉蘇莊園希哈紅酒,https://i.imgur.com/ukUrYXn.jpg,afmqv,ajmqv,aemqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,伊拉蘇莊園卡本內紅酒,https://i.imgur.com/DdrXXo8.jpg,ajlqv,ajoqv,aflqv,afoqv,ailqv,aioqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,伊拉蘇莊園梅洛紅酒,https://i.imgur.com/u8bws30.jpg,afnqv,ajnqv,aknqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,修道院慕斯卡微甜白酒,https://i.imgur.com/p58jVFt.jpg,delqu,demqu,dilqu,dimqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,小胖卡維歐尼耶白酒,https://i.imgur.com/fylqeHg.jpg,bilqu,belqu,bglqu,cilqu,celqu,cglqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,小胖卡卡本內蘇維翁紅酒,https://i.imgur.com/ay4VODP.jpg,afpru,aaoru,afpru,aforu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,小胖卡希哈小維鐸紅酒,https://i.imgur.com/Cz6lcvW.jpg,afprt,afpqu,ajprt,ajpqu,aeprt,aepqu,akprt,akpqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,麥格根信念夏多內白酒,https://i.imgur.com/o3IcFNc.jpg,binqu,benqu,cinqu,cenqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,國王之泉拉風慕斯卡阿斯提白酒,https://i.imgur.com/FI8K3x4.jpg,delqv,dilqv,djlqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,國王之泉拉風紅酒,https://i.imgur.com/xUvBHxq.jpg,dfnqv,djnqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,瑞斯優質微甜白酒,https://i.imgur.com/jYCxW93.jpg,bglqu,bilqu,bgmqu,bimqu,cglqu,cilqu,cgmqu,cimqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,丹赫1794慕斯卡白酒,https://i.imgur.com/1qCLEqe.jpg,bflqu,bfmqu,belqu,bemqu,cflqu,cfmqu,celqu,cemqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,艾比及亞夏多內白酒,https://i.imgur.com/Sn6606j.jpg,bhpqv,bipqv,chpqv,cipqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,里程碑夏多內酒,https://i.imgur.com/4ze3nKj.jpg,bhlqu,bklqu,bhmqu,bkmqu,chlqu,cklqu,chmqu,ckmqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,佳布列凡都丘白酒,https://i.imgur.com/ttsbnId.jpg,bilqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,美賽兒莊園甜白酒,https://i.imgur.com/u9gm2f4.jpg,aelqu,aglqu,ajlqu,aenqu,agnqu,ajnqu,dglqu,djlqu,denqu,dgnqu,djnqu,,,,,,,,,,,,,,,,,,,,,,,,,
,隆河丘積架酒廠白酒,https://i.imgur.com/MAd61gb.jpg,cepqu,cgpqu,cipqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,隆河丘積架酒廠紅酒,https://i.imgur.com/zxBaZGm.jpg,afpqu,afnqu,ajpqu,ajnqu,bfpqu,bfnqu,bjpqu,bjnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,隆河丘黑布体諾紅酒,https://i.imgur.com/8S0hpDq.jpg,afpqu,afoqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,隆河克羅艾米達維達,https://i.imgur.com/VW3Fkia.jpg,afpqv,afnqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,阿德雷邱9石夏多內白酒,https://i.imgur.com/3IqpUK4.jpg,binqu,bhnqu,bjnqu,cinqu,chnqu,cjnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,海格酒莊麗絲玲白酒,https://i.imgur.com/PPtoZgp.jpg,celqv,cilqv,cjlqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,葛堡經典綠維特利納白酒,https://i.imgur.com/KZeV9QR.jpg,bilqv,bjlqv,cilqv,cjlqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,那荷塔麗絲玲微甜白酒,https://i.imgur.com/k4w2GNr.jpg,bimqu,cimqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,那荷塔麗絲玲晚摘不甜白酒,https://i.imgur.com/x0RZtVk.jpg,cilqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,那荷塔麗絲玲晚摘甜白酒,https://i.imgur.com/qDtkzzu.jpg,dimqu,dilqu,dgmqu,dglqu,dkmqu,dklqu,demqu,delqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,彼得美德晚摘白酒,https://i.imgur.com/YF2Nqnn.jpg,dimqu,dipqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,彼得美德品巴黎梅洛紅酒,https://i.imgur.com/72BzeET.jpg,afnqt,bfnqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,彼得梅德鉑金麗絲玲甜白酒,https://i.imgur.com/K1U39zP.jpg,dgmqt,dimqt,demqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,塞爾巴哈麗絲玲經典白酒,https://i.imgur.com/NfcFLl1.jpg,bgoqv,bioqv,bjoqv,bkoqv,bgnqv,binqv,bjnqv,bknqv,cgoqv,cioqv,cjoqv,ckoqv,cgnqv,cinqv,cjnqv,cknqv,,,,,,,,,,,,,,,,,,,,
,塞爾巴哈紅標麗絲玲白酒,https://i.imgur.com/EAWXf2S.jpg,cglqv,cilqv,celqv,cklqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,聖艾瑪卡門內爾珍藏紅酒,https://i.imgur.com/WmwsPYS.jpg,afnqu,ajnqu,bfnqu,bjnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,聖艾瑪卡本內珍藏紅酒,https://i.imgur.com/50tOT8I.jpg,afnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18獨立紀念日梅洛紅酒,https://i.imgur.com/umzqf3i.jpg,afmru,afnru,ajmru,ajnru,bfmru,bfnru,bjmru,bjnru,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18獨立紀念日卡本內蘇維翁紅酒,https://i.imgur.com/QGt2B1z.jpg,afnru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,安娜卡娜梅洛紅酒,https://i.imgur.com/0KJxPDs.jpg,afnru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, 聖海倫娜夏多內白酒,https://i.imgur.com/MZYXuCv.jpg,chlru,celru,cilru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,聖海倫娜歡飲系列梅洛紅酒,https://i.imgur.com/xINQTpK.jpg,afnrt,bfnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,聖海倫娜歡飲系列卡本內蘇維翁紅酒,https://i.imgur.com/eaVLnBR.jpg,afnqu,ajnqu,bfnqu,bjnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,七色鳥卡本內蘇維翁紅酒,https://i.imgur.com/sF59GqI.jpg,afprt,afpqt,akprt,akpqt,bfprt,bfpqt,bkprt,bkpqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,七色鳥梅洛紅酒,https://i.imgur.com/UfeOzQk.jpg,aknrt,aknqt,bknrt,bknqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,七色鳥特藏卡本內派斯紅酒,https://i.imgur.com/6ACxHY3.jpg,afpqv,akpqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,七色鳥特藏卡蜜尼耶神索紅酒,https://i.imgur.com/QtW1TgJ.jpg,afpqv,afoqv,ajpqv,ajoqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,智利之星珍藏級美洛紅酒,https://i.imgur.com/VnbcN3T.jpg,afnrt,ajnrt,bfnrt,bjnrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,智利之星帕斯庫雅美洛紅葡萄酒,https://i.imgur.com/PvnlRK4.jpg,afprt,afpqt,afnrt,afnqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,寶龍精釀卡本內蘇維翁紅酒,https://i.imgur.com/VABvfYR.jpg,afnrv,aforv,ajnrv,ajorv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,路易菲利普晚摘白酒,https://i.imgur.com/8JGs8Jw.jpg,dgmru,dimru,demru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,路易菲利普白牌白蘇維翁白酒,https://i.imgur.com/Q4vf5de.jpg,cgnru,cgnqu,chnru,chnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,路易菲利普白牌卡本內蘇維翁紅酒,https://i.imgur.com/Wbw7rUC.jpg,afpru,afpqu,afnru,afnqu,ajpru,ajpqu,ajnru,ajnqu,akpru,akpqu,aknru,aknqu,bfpru,bfpqu,bfnru,bfnqu,bjpru,bjpqu,bjnru,bjnqu,bkpru,bkpqu,bknru,bknqu,,,,,,,,,,,,
,路易菲利普白牌施赫紅酒,https://i.imgur.com/4jibMNY.jpg,aflru,aflqu,bflru,bflqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,路易菲利普白金牌施赫紅酒,https://i.imgur.com/mUA98uo.jpg,aflqv,ajlqv,aklqv,bflqv,bjlqv,bklqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
